bn:00051760n	location#n#1
bn:00040391n	bn:00040391n
bn:00053161n	bn:00053161n
bn:00152776n	bn:00152776n
bn:03339828n	bn:03339828n
bn:03802549n	bn:03802549n
bn:04054929n	bn:04054929n
bn:05052001n	bn:05052001n
bn:05057221n	bn:05057221n
bn:14476889n	bn:14476889n
bn:00003735n	bn:00003735n
bn:00005242n	bn:00005242n
bn:00010141n	bn:00010141n
bn:00017395n	bn:00017395n
bn:00033707n	bn:00033707n
bn:00044775n	bn:00044775n
bn:00052222n	bn:00052222n
bn:00805581n	bn:00805581n
bn:00978801n	bn:00978801n
bn:08183885n	bn:08183885n
bn:08216196n	bn:08216196n
bn:08216197n	bn:08216197n
bn:08252286n	bn:08252286n
bn:08252706n	bn:08252706n
bn:15583384n	bn:15583384n
bn:15980990n	bn:15980990n
bn:18226186n	bn:18226186n
bn:18226503n	bn:18226503n
bn:15124185n	bn:15124185n
bn:00002616n	bn:00002616n
bn:00008793n	bn:00008793n
bn:00072004n	bn:00072004n
bn:01224173n	bn:01224173n
bn:02411211n	bn:02411211n
bn:03326221n	bn:03326221n
bn:03537765n	bn:03537765n
bn:03549849n	bn:03549849n
bn:09330144n	bn:09330144n
bn:00047021n	bn:00047021n
bn:00343824n	bn:00343824n
bn:02824750n	bn:02824750n
bn:02844914n	bn:02844914n
bn:03734747n	bn:03734747n
bn:03850731n	bn:03850731n
bn:00052030n	bn:00052030n
bn:00177005n	bn:00177005n
bn:00666332n	bn:00666332n
bn:02919866n	bn:02919866n
bn:03366366n	bn:03366366n
bn:03452042n	bn:03452042n
bn:03502978n	bn:03502978n
bn:03550303n	bn:03550303n
bn:03785695n	bn:03785695n
bn:09066273n	bn:09066273n
bn:09076576n	bn:09076576n
bn:15103986n	bn:15103986n
bn:00014699n	bn:00014699n
bn:00018734n	bn:00018734n
bn:00044604n	bn:00044604n
bn:00047991n	bn:00047991n
bn:00056135n	bn:00056135n
bn:00074383n	bn:00074383n
bn:00079519n	bn:00079519n
bn:00080381n	bn:00080381n
bn:00176072n	bn:00176072n
bn:00997679n	bn:00997679n
bn:01508378n	bn:01508378n
bn:01672892n	bn:01672892n
bn:02156537n	bn:02156537n
bn:02389134n	bn:02389134n
bn:02439408n	bn:02439408n
bn:03118311n	bn:03118311n
bn:07768438n	bn:07768438n
bn:07852963n	bn:07852963n
bn:07877588n	bn:07877588n
bn:08027543n	bn:08027543n
bn:08058081n	bn:08058081n
bn:08060482n	bn:08060482n
bn:08063325n	bn:08063325n
bn:08094494n	bn:08094494n
bn:08109821n	bn:08109821n
bn:08120901n	bn:08120901n
bn:08126197n	bn:08126197n
bn:08162541n	bn:08162541n
bn:09751746n	bn:09751746n
bn:14973900n	bn:14973900n
bn:16741381n	bn:16741381n
bn:18260346n	bn:18260346n
bn:00002960n	bn:00002960n
bn:01602892n	bn:01602892n
bn:12614501n	bn:12614501n
bn:12619670n	bn:12619670n
bn:12620070n	bn:12620070n
bn:12620381n	bn:12620381n
bn:12639901n	bn:12639901n
bn:12639916n	bn:12639916n
bn:15236349n	bn:15236349n
bn:17000893n	bn:17000893n
bn:00621437n	bn:00621437n
bn:03347355n	bn:03347355n
bn:06199655n	bn:06199655n
bn:08101150n	bn:08101150n
bn:18324380n	bn:18324380n
bn:00018253n	bn:00018253n
bn:01633547n	bn:01633547n
bn:02563033n	bn:02563033n
bn:03077620n	bn:03077620n
bn:03250230n	bn:03250230n
bn:03365351n	bn:03365351n
bn:03521794n	bn:03521794n
bn:03833392n	bn:03833392n
bn:15484622n	bn:15484622n
bn:04687738n	bn:04687738n
bn:00017036n	bn:00017036n
bn:03225565n	bn:03225565n
bn:03668981n	bn:03668981n
bn:05599987n	bn:05599987n
bn:05631183n	bn:05631183n
bn:02541290n	bn:02541290n
bn:03182793n	bn:03182793n
bn:03226798n	bn:03226798n
bn:03229789n	bn:03229789n
bn:04560717n	bn:04560717n
bn:07336013n	bn:07336013n
bn:07340444n	bn:07340444n
bn:07341083n	bn:07341083n
bn:07343303n	bn:07343303n
bn:07343304n	bn:07343304n
bn:07343305n	bn:07343305n
bn:07343306n	bn:07343306n
bn:07343308n	bn:07343308n
bn:07343309n	bn:07343309n
bn:07343310n	bn:07343310n
bn:07343311n	bn:07343311n
bn:07343312n	bn:07343312n
bn:07343685n	bn:07343685n
bn:07343686n	bn:07343686n
bn:07343687n	bn:07343687n
bn:07343688n	bn:07343688n
bn:07345587n	bn:07345587n
bn:09307932n	bn:09307932n
bn:00775511n	bn:00775511n
bn:03287427n	bn:03287427n
bn:01334489n	bn:01334489n
bn:00016898n	bn:00016898n
bn:00019180n	bn:00019180n
bn:00026878n	bn:00026878n
bn:00056446n	bn:00056446n
bn:00072720n	bn:00072720n
bn:04094979n	bn:04094979n
bn:04130176n	bn:04130176n
bn:06379314n	bn:06379314n
bn:16585287n	bn:16585287n
bn:16849635n	bn:16849635n
bn:18386610n	bn:18386610n
bn:00013077n	bn:00013077n
bn:00052476n	bn:00052476n
bn:00074786n	bn:00074786n
bn:00334623n	bn:00334623n
bn:00840941n	bn:00840941n
bn:01217265n	bn:01217265n
bn:01382957n	bn:01382957n
bn:01891913n	bn:01891913n
bn:03252082n	bn:03252082n
bn:03334740n	bn:03334740n
bn:03371505n	bn:03371505n
bn:06826748n	bn:06826748n
bn:06826848n	bn:06826848n
bn:06853087n	bn:06853087n
bn:06964008n	bn:06964008n
bn:00139457n	bn:00139457n
bn:00647058n	bn:00647058n
bn:01443764n	bn:01443764n
bn:01487890n	bn:01487890n
bn:02963426n	bn:02963426n
bn:03173009n	bn:03173009n
bn:03422657n	bn:03422657n
bn:03526535n	bn:03526535n
bn:07371806n	bn:07371806n
bn:18020853n	bn:18020853n
bn:00011930n	bn:00011930n
bn:00080034n	bn:00080034n
bn:01859736n	bn:01859736n
bn:02077901n	bn:02077901n
bn:03808676n	bn:03808676n
bn:03890754n	bn:03890754n
bn:18052993n	bn:18052993n
bn:01179681n	bn:01179681n
bn:00062696n	bn:00062696n
bn:00070986n	bn:00070986n
bn:00794792n	bn:00794792n
bn:05094598n	bn:05094598n
bn:05117928n	bn:05117928n
bn:00002630n	bn:00002630n
bn:00026862n	bn:00026862n
bn:00065068n	bn:00065068n
bn:00071736n	bn:00071736n
bn:00790558n	bn:00790558n
bn:01562287n	bn:01562287n
bn:01562314n	bn:01562314n
bn:02724119n	bn:02724119n
bn:02779818n	bn:02779818n
bn:02779823n	bn:02779823n
bn:02869367n	bn:02869367n
bn:03307172n	bn:03307172n
bn:08472462n	bn:08472462n
bn:14781494n	bn:14781494n
bn:15274109n	bn:15274109n
bn:00031261n	bn:00031261n
bn:00661612n	bn:00661612n
bn:01551675n	bn:01551675n
bn:08676506n	bn:08676506n
bn:11585841n	bn:11585841n
bn:18714731n	bn:18714731n
bn:01543249n	bn:01543249n
bn:14088345n	bn:14088345n
bn:00682756n	bn:00682756n
bn:02044002n	bn:02044002n
bn:03014348n	bn:03014348n
bn:03425094n	bn:03425094n
bn:13010194n	bn:13010194n
bn:13010195n	bn:13010195n
bn:13010196n	bn:13010196n
bn:13010197n	bn:13010197n
bn:00058188n	bn:00058188n
bn:02825777n	bn:02825777n
bn:02864906n	bn:02864906n
bn:00044869n	bn:00044869n
bn:00484438n	bn:00484438n
bn:00658748n	bn:00658748n
bn:03217996n	bn:03217996n
bn:03295518n	bn:03295518n
bn:03420263n	bn:03420263n
bn:03710870n	bn:03710870n
bn:03829466n	bn:03829466n
bn:05751462n	bn:05751462n
bn:05836197n	bn:05836197n
bn:00438373n	bn:00438373n
bn:16595090n	bn:16595090n
bn:00044804n	bn:00044804n
bn:02981061n	bn:02981061n
bn:03100097n	bn:03100097n
bn:03138649n	bn:03138649n
bn:15179754n	bn:15179754n
bn:15974088n	bn:15974088n
bn:00003536n	bn:00003536n
bn:00004897n	bn:00004897n
bn:01004003n	bn:01004003n
bn:12921859n	bn:12921859n
bn:00029050n	bn:00029050n
bn:00030607n	bn:00030607n
bn:03570279n	bn:03570279n
bn:13025700n	bn:13025700n
bn:13058389n	bn:13058389n
bn:16365511n	bn:16365511n
bn:20131551n	bn:20131551n
bn:05905599n	bn:05905599n
bn:00028681n	bn:00028681n
bn:00431980n	bn:00431980n
bn:00013002n	bn:00013002n
bn:00033990n	bn:00033990n
bn:00035010n	bn:00035010n
bn:00063966n	bn:00063966n
bn:02035601n	bn:02035601n
bn:03095643n	bn:03095643n
bn:03824154n	bn:03824154n
bn:14187257n	bn:14187257n
bn:16476895n	bn:16476895n
bn:13111148n	bn:13111148n
bn:01359067n	bn:01359067n
bn:01806224n	bn:01806224n
bn:02046510n	bn:02046510n
bn:02726265n	bn:02726265n
bn:02841752n	bn:02841752n
bn:02945944n	bn:02945944n
bn:02946162n	bn:02946162n
bn:02956537n	bn:02956537n
bn:03425197n	bn:03425197n
bn:15968686n	bn:15968686n
bn:02270551n	bn:02270551n
bn:00051897n	bn:00051897n
bn:02253258n	bn:02253258n
bn:03207757n	bn:03207757n
bn:13266999n	bn:13266999n
bn:13267000n	bn:13267000n
bn:13267018n	bn:13267018n
bn:00001242n	bn:00001242n
bn:13307960n	bn:13307960n
bn:20223834n	bn:20223834n
bn:20224693n	bn:20224693n
bn:20228769n	bn:20228769n
bn:03296519n	bn:03296519n
bn:13344600n	bn:13344600n
bn:00017487n	bn:00017487n
bn:05510043n	bn:05510043n
bn:07459652n	bn:07459652n
bn:13381968n	bn:13381968n
bn:13384496n	bn:13384496n
bn:00042470n	bn:00042470n
bn:00541978n	bn:00541978n
bn:01265211n	bn:01265211n
bn:01776673n	bn:01776673n
bn:01795038n	bn:01795038n
bn:01932305n	bn:01932305n
bn:02874877n	bn:02874877n
bn:03138499n	bn:03138499n
bn:03552864n	bn:03552864n
bn:03788460n	bn:03788460n
bn:04710791n	bn:04710791n
bn:13396153n	bn:13396153n
bn:13987103n	bn:13987103n
bn:15277919n	bn:15277919n
bn:00003581n	bn:00003581n
bn:00245205n	bn:00245205n
bn:01807213n	bn:01807213n
bn:03517313n	bn:03517313n
bn:13407959n	bn:13407959n
bn:13407960n	bn:13407960n
bn:13407965n	bn:13407965n
bn:20239733n	bn:20239733n
bn:00011748n	bn:00011748n
bn:00482075n	bn:00482075n
bn:20246300n	bn:20246300n
bn:13443957n	bn:13443957n
bn:13446303n	bn:13446303n
bn:13446304n	bn:13446304n
bn:13447891n	bn:13447891n
bn:13448619n	bn:13448619n
bn:13449017n	bn:13449017n
bn:13449117n	bn:13449117n
bn:17871989n	bn:17871989n
bn:00009616n	bn:00009616n
bn:00034027n	bn:00034027n
bn:01696969n	bn:01696969n
bn:03179184n	bn:03179184n
bn:20271969n	bn:20271969n
bn:00018171n	bn:00018171n
bn:00058783n	bn:00058783n
bn:00001015n	bn:00001015n
bn:00050979n	bn:00050979n
bn:13938041n	bn:13938041n
bn:14106879n	bn:14106879n
bn:20284991n	bn:20284991n
bn:17528560n	bn:17528560n
bn:01834892n	bn:01834892n
bn:07562772n	bn:07562772n
bn:14351290n	bn:14351290n
bn:00063347n	bn:00063347n
bn:00021248n	bn:00021248n
bn:00059480n	bn:00059480n
bn:01318763n	bn:01318763n
bn:13451858n	bn:13451858n
bn:02735619n	bn:02735619n
bn:00027810n	bn:00027810n
bn:04641355n	bn:04641355n
bn:16507008n	bn:16507008n
bn:03293523n	bn:03293523n
bn:00041942n	bn:00041942n
bn:00072536n	bn:00072536n
bn:00072554n	bn:00072554n
bn:00006479n	bn:00006479n
bn:16304981n	bn:16304981n
bn:00009636n	bn:00009636n
bn:01487948n	bn:01487948n
bn:00047140n	bn:00047140n
bn:14781583n	bn:14781583n
bn:03504328n	bn:03504328n
bn:00037437n	bn:00037437n
bn:00066084n	bn:00066084n
bn:02619478n	bn:02619478n
bn:00377317n	bn:00377317n
bn:01062060n	bn:01062060n
bn:03530591n	bn:03530591n
bn:01367346n	bn:01367346n
bn:00004614n	bn:00004614n
bn:00004663n	bn:00004663n
bn:00004845n	bn:00004845n
bn:00005684n	bn:00005684n
bn:00007083n	bn:00007083n
bn:00009233n	bn:00009233n
bn:00009610n	bn:00009610n
bn:00010505n	bn:00010505n
bn:00012226n	bn:00012226n
bn:00012758n	bn:00012758n
bn:00015633n	bn:00015633n
bn:00015895n	bn:00015895n
bn:00016663n	bn:00016663n
bn:00017932n	bn:00017932n
bn:00018672n	bn:00018672n
bn:00020123n	bn:00020123n
bn:00020496n	bn:00020496n
bn:00021276n	bn:00021276n
bn:00022369n	bn:00022369n
bn:00022592n	bn:00022592n
bn:00023266n	bn:00023266n
bn:00024564n	bn:00024564n
bn:00025563n	bn:00025563n
bn:00027003n	bn:00027003n
bn:00030850n	bn:00030850n
bn:00031693n	bn:00031693n
bn:00035543n	bn:00035543n
bn:00036739n	bn:00036739n
bn:00041524n	bn:00041524n
bn:00042877n	bn:00042877n
bn:00043319n	bn:00043319n
bn:00043790n	bn:00043790n
bn:00044856n	bn:00044856n
bn:00045708n	bn:00045708n
bn:00048914n	bn:00048914n
bn:00049670n	bn:00049670n
bn:00049843n	bn:00049843n
bn:00050404n	bn:00050404n
bn:00052201n	bn:00052201n
bn:00053411n	bn:00053411n
bn:00055185n	bn:00055185n
bn:00062255n	bn:00062255n
bn:00062270n	bn:00062270n
bn:00065433n	bn:00065433n
bn:00065864n	bn:00065864n
bn:00068678n	bn:00068678n
bn:00069206n	bn:00069206n
bn:00069253n	bn:00069253n
bn:00070991n	bn:00070991n
bn:00073925n	bn:00073925n
bn:00074870n	bn:00074870n
bn:00075454n	bn:00075454n
bn:00075695n	bn:00075695n
bn:00077680n	bn:00077680n
bn:00078027n	bn:00078027n
bn:00079534n	bn:00079534n
bn:00081308n	bn:00081308n
bn:00153414n	bn:00153414n
bn:00174998n	bn:00174998n
bn:00184512n	bn:00184512n
bn:00190871n	bn:00190871n
bn:00191618n	bn:00191618n
bn:00196946n	bn:00196946n
bn:00199657n	bn:00199657n
bn:00220103n	bn:00220103n
bn:00230204n	bn:00230204n
bn:00255310n	bn:00255310n
bn:00262637n	bn:00262637n
bn:00284459n	bn:00284459n
bn:00306375n	bn:00306375n
bn:00341963n	bn:00341963n
bn:00025865n	bn:00025865n
bn:14956284n	bn:14956284n
bn:00046098n	bn:00046098n
bn:00057908n	bn:00057908n
bn:00074009n	bn:00074009n
bn:00001077n	bn:00001077n
bn:00013700n	bn:00013700n
bn:00006081n	bn:00006081n
bn:00047349n	bn:00047349n
bn:00010540n	bn:00010540n
bn:00082641v	bn:00082641v
bn:00087015v	bn:00087015v
bn:00072646n	bn:00072646n
bn:00072904n	bn:00072904n
bn:00093341v	bn:00093341v
bn:00110170a	bn:00110170a
bn:00029812n	bn:00029812n
bn:15853415n	bn:15853415n
bn:00000568n	bn:00000568n
bn:00001517n	bn:00001517n
bn:00001529n	bn:00001529n
bn:00002356n	bn:00002356n
bn:00011664n	bn:00011664n
bn:00013487n	bn:00013487n
bn:00013843n	bn:00013843n
bn:00014172n	bn:00014172n
bn:00014561n	bn:00014561n
bn:00014783n	bn:00014783n
bn:00019019n	bn:00019019n
bn:00019929n	bn:00019929n
bn:00021254n	bn:00021254n
bn:00021404n	bn:00021404n
bn:00022198n	bn:00022198n
bn:00023515n	bn:00023515n
bn:00025441n	bn:00025441n
bn:00026641n	bn:00026641n
bn:00030305n	bn:00030305n
bn:00030859n	bn:00030859n
bn:00041233n	bn:00041233n
bn:00042316n	bn:00042316n
bn:00042323n	bn:00042323n
bn:00044178n	bn:00044178n
bn:00046562n	bn:00046562n
bn:00046613n	bn:00046613n
bn:00048617n	bn:00048617n
bn:00048622n	bn:00048622n
bn:00049129n	bn:00049129n
bn:00052653n	bn:00052653n
bn:00053409n	bn:00053409n
bn:00054551n	bn:00054551n
bn:00054988n	bn:00054988n
bn:00055976n	bn:00055976n
bn:00062163n	bn:00062163n
bn:00062911n	bn:00062911n
bn:00063501n	bn:00063501n
bn:00064166n	bn:00064166n
bn:00064482n	bn:00064482n
bn:00065095n	bn:00065095n
bn:00069616n	bn:00069616n
bn:00069628n	bn:00069628n
bn:00070151n	bn:00070151n
bn:00070351n	bn:00070351n
bn:00070440n	bn:00070440n
bn:00072698n	bn:00072698n
bn:00075427n	bn:00075427n
bn:00077872n	bn:00077872n
bn:00080176n	bn:00080176n
bn:00081908n	bn:00081908n
bn:00122293n	bn:00122293n
bn:00212209n	bn:00212209n
bn:00274799n	bn:00274799n
bn:00299356n	bn:00299356n
bn:00333674n	bn:00333674n
bn:00478467n	bn:00478467n
bn:00562314n	bn:00562314n
bn:00593838n	bn:00593838n
bn:00622278n	bn:00622278n
bn:00750853n	bn:00750853n
bn:00795547n	bn:00795547n
bn:00839359n	bn:00839359n
bn:00869432n	bn:00869432n
bn:00951138n	bn:00951138n
bn:00974318n	bn:00974318n
bn:01028392n	bn:01028392n
bn:01033848n	bn:01033848n
bn:01101200n	bn:01101200n
bn:01122261n	bn:01122261n
bn:00031641n	bn:00031641n
bn:00046954n	bn:00046954n
bn:03111155n	bn:03111155n
bn:00069620n	bn:00069620n
bn:00013722n	bn:00013722n
bn:14421293n	bn:14421293n
bn:00046038n	bn:00046038n
bn:15067432n	bn:15067432n
bn:00069625n	bn:00069625n
bn:00004232n	bn:00004232n
bn:00016324n	bn:00016324n
bn:00099306a	bn:00099306a
bn:02775590n	bn:02775590n
bn:00026745n	bn:00026745n
bn:00017905n	bn:00017905n
bn:00086008v	bn:00086008v
bn:00337848n	bn:00337848n
bn:00001676n	bn:00001676n
bn:00003882n	bn:00003882n
bn:00003888n	bn:00003888n
bn:00006569n	bn:00006569n
bn:00013180n	bn:00013180n
bn:00014510n	bn:00014510n
bn:00014511n	bn:00014511n
bn:00016570n	bn:00016570n
bn:00017719n	bn:00017719n
bn:00017904n	bn:00017904n
bn:00018779n	bn:00018779n
bn:00021479n	bn:00021479n
bn:00021480n	bn:00021480n
bn:00021497n	bn:00021497n
bn:00022178n	bn:00022178n
bn:00022214n	bn:00022214n
bn:00024712n	bn:00024712n
bn:00024785n	bn:00024785n
bn:00024874n	bn:00024874n
bn:00025333n	bn:00025333n
bn:00026825n	bn:00026825n
bn:00028638n	bn:00028638n
bn:00029668n	bn:00029668n
bn:00031871n	bn:00031871n
bn:00032381n	bn:00032381n
bn:00035330n	bn:00035330n
bn:00036757n	bn:00036757n
bn:00040183n	bn:00040183n
bn:00041416n	bn:00041416n
bn:00042013n	bn:00042013n
bn:00044301n	bn:00044301n
bn:00044967n	bn:00044967n
bn:00045395n	bn:00045395n
bn:00045830n	bn:00045830n
bn:00045970n	bn:00045970n
bn:00046704n	bn:00046704n
bn:00047088n	bn:00047088n
bn:00051264n	bn:00051264n
bn:00051547n	bn:00051547n
bn:00052727n	bn:00052727n
bn:00053305n	bn:00053305n
bn:00054297n	bn:00054297n
bn:00054412n	bn:00054412n
bn:00055196n	bn:00055196n
bn:00055789n	bn:00055789n
bn:00057048n	bn:00057048n
bn:00058064n	bn:00058064n
bn:00058319n	bn:00058319n
bn:00058585n	bn:00058585n
bn:00058586n	bn:00058586n
bn:00059449n	bn:00059449n
bn:00060233n	bn:00060233n
bn:00060894n	bn:00060894n
bn:00062165n	bn:00062165n
bn:00064453n	bn:00064453n
bn:00064590n	bn:00064590n
bn:00007985n	bn:00007985n
bn:00081714n	bn:00081714n
bn:00058141n	bn:00058141n
bn:00028142n	bn:00028142n
bn:15840810n	bn:15840810n
bn:00169525n	bn:00169525n
bn:02141820n	bn:02141820n
bn:03648264n	bn:03648264n
bn:00046978n	bn:00046978n
bn:00313677n	bn:00313677n
bn:00046127n	bn:00046127n
bn:04614589n	bn:04614589n
bn:14439409n	bn:14439409n
bn:00020631n	bn:00020631n
bn:15338434n	bn:15338434n
bn:15750482n	bn:15750482n
bn:00017752n	bn:00017752n
bn:03830506n	bn:03830506n
bn:00064445n	bn:00064445n
bn:02835051n	bn:02835051n
bn:00013727n	bn:00013727n
bn:17126527n	bn:17126527n
bn:17175797n	bn:17175797n
bn:00013731n	bn:00013731n
bn:01132749n	bn:01132749n
bn:01094292n	bn:01094292n
bn:00005926n	bn:00005926n
bn:00074274n	bn:00074274n
bn:00058760n	bn:00058760n
bn:00091654v	bn:00091654v
bn:00078520n	bn:00078520n
bn:00114282r	bn:00114282r
bn:00037383n	bn:00037383n
bn:00084554v	bn:00084554v
bn:00085670v	bn:00085670v
bn:00106125a	bn:00106125a
bn:00044889n	bn:00044889n
bn:00002211n	bn:00002211n
bn:00008247n	bn:00008247n
bn:00008480n	bn:00008480n
bn:00008691n	bn:00008691n
bn:00009813n	bn:00009813n
bn:00011990n	bn:00011990n
bn:00013728n	bn:00013728n
bn:00014770n	bn:00014770n
bn:00017267n	bn:00017267n
bn:00018887n	bn:00018887n
bn:00019747n	bn:00019747n
bn:00021607n	bn:00021607n
bn:00023532n	bn:00023532n
bn:00023976n	bn:00023976n
bn:00024446n	bn:00024446n
bn:00025634n	bn:00025634n
bn:00026535n	bn:00026535n
bn:00028760n	bn:00028760n
bn:00028946n	bn:00028946n
bn:00030093n	bn:00030093n
bn:00030209n	bn:00030209n
bn:00034127n	bn:00034127n
bn:00034213n	bn:00034213n
bn:00037308n	bn:00037308n
bn:00037431n	bn:00037431n
bn:00043420n	bn:00043420n
bn:00043446n	bn:00043446n
bn:00046336n	bn:00046336n
bn:00058405n	bn:00058405n
bn:00059592n	bn:00059592n
bn:00062572n	bn:00062572n
bn:00062576n	bn:00062576n
bn:00062581n	bn:00062581n
bn:00063086n	bn:00063086n
bn:00063403n	bn:00063403n
bn:00063415n	bn:00063415n
bn:00063461n	bn:00063461n
bn:00063481n	bn:00063481n
bn:00070753n	bn:00070753n
bn:00074117n	bn:00074117n
bn:00077790n	bn:00077790n
bn:00078069n	bn:00078069n
bn:00075106n	bn:00075106n
bn:00062958n	bn:00062958n
bn:00015923n	bn:00015923n
bn:00015914n	bn:00015914n
bn:03749295n	bn:03749295n
bn:00060464n	bn:00060464n
bn:00001172n	bn:00001172n
bn:00003693n	bn:00003693n
bn:00060714n	bn:00060714n
bn:00024072n	bn:00024072n
bn:00024087n	bn:00024087n
bn:00048183n	bn:00048183n
bn:00024069n	bn:00024069n
bn:00043303n	bn:00043303n
bn:00130313n	bn:00130313n
bn:01416311n	bn:01416311n
bn:15734271n	bn:15734271n
bn:00066864n	bn:00066864n
bn:00048188n	bn:00048188n
bn:00043306n	bn:00043306n
bn:01527600n	bn:01527600n
bn:00008285n	bn:00008285n
bn:00160859n	bn:00160859n
bn:15350879n	bn:15350879n
bn:14530116n	bn:14530116n
bn:00005168n	bn:00005168n
bn:00064490n	bn:00064490n
bn:00001500n	bn:00001500n
bn:00071529n	bn:00071529n
bn:06767747n	bn:06767747n
bn:00023028n	bn:00023028n
bn:00072174n	bn:00072174n
bn:00022099n	bn:00022099n
bn:00015405n	bn:00015405n
bn:00026268n	bn:00026268n
bn:00024074n	bn:00024074n
bn:00020506n	bn:00020506n
bn:00020624n	bn:00020624n
bn:00050571n	bn:00050571n
bn:00024486n	bn:00024486n
bn:00312030n	bn:00312030n
bn:11926462n	bn:11926462n
bn:00054159n	bn:00054159n
bn:00058148n	bn:00058148n
bn:00057864n	bn:00057864n
bn:00014793n	bn:00014793n
bn:00079416n	bn:00079416n
bn:00007129n	bn:00007129n
bn:00021221n	bn:00021221n
bn:00054523n	bn:00054523n
bn:00027739n	bn:00027739n
bn:00007134n	bn:00007134n
bn:00001714n	bn:00001714n
bn:00061503n	bn:00061503n
bn:00065847n	bn:00065847n
bn:00072894n	bn:00072894n
bn:00042904n	bn:00042904n
bn:00861743n	bn:00861743n
bn:00021683n	bn:00021683n
bn:00060883n	bn:00060883n
bn:00056993n	bn:00056993n
bn:00665699n	bn:00665699n
bn:16831815n	bn:16831815n
bn:15290634n	bn:15290634n
bn:00058187n	bn:00058187n
bn:00062570n	bn:00062570n
bn:00024780n	bn:00024780n
bn:00022129n	bn:00022129n
bn:00068395n	bn:00068395n
bn:15325623n	bn:15325623n
bn:00031027n	bn:00031027n
bn:00046952n	bn:00046952n
bn:00040161n	bn:00040161n
bn:00975793n	bn:00975793n
bn:00006539n	bn:00006539n
bn:00063214n	bn:00063214n
bn:00057958n	bn:00057958n
bn:00078077n	trapeze#n#1
bn:00080562n	water_supply#n#1
bn:00096707a	ain#a#1
bn:00060102n	pack#n#2
bn:00000011n	myriad#n#2
bn:00000789n	ace#n#2
bn:00000798n	ace_of_spades#n#1
bn:00008885n	canasta#n#1
bn:00011032n	blackjack#n#4
bn:00011081n	sword#n#1
bn:00013447n	web_browser#n#1
bn:00013998n	parody#n#1
bn:00016571n	rook#n#1
bn:00017756n	character_set#n#1
bn:00022229n	contract_bridge#n#1
bn:00023314n	court_card#n#1
bn:00031789n	euchre#n#1
bn:00045087n	HTML#n#1
bn:00047801n	jack#n#9
bn:00048393n	joker#n#4
bn:00052890n	major_suit#n#1
bn:00055205n	minor_suit#n#1
bn:00055403n	mnemonic#n#1
bn:00062564n	pip#n#4
bn:00063272n	poker#n#2
bn:00063391n	polo_mallet#n#1
bn:00065637n	queen#n#7
bn:00067116n	revoke#n#1
bn:00068531n	rummy#n#2
bn:00070813n	SGML#n#1
bn:00071309n	shovel#n#1
bn:00073064n	spade#n#2
bn:00076157n	tarot#n#1
bn:00078258n	trick#n#7
bn:00078467n	trump#n#1
bn:00210811n	De_La_Rue
bn:00239141n	Miscellaneous_Symbols
bn:00260459n	101st_Airborne_Division
bn:00421088n	VFA-41
bn:00545984n	MythAdventures
bn:00587353n	hearts
bn:00663777n	Four-color_deck
bn:00717192n	ISO/IEC_8859
bn:00761533n	Uno_(card_game)
bn:00802891n	Paul_Stern
bn:00812019n	Firefly_(TV_series)
bn:00833120n	James_Blish
bn:00864833n	Skat_(card_game)
bn:00874443n	Cash_(Chinese_coin)
bn:00905791n	Zork_Zero
bn:00967298n	Search_and_rescue
bn:01130556n	Life_(magazine)
bn:01163832n	Tarot_Nouveau
bn:01185770n	Preferans
bn:01196841n	Emirate_of_Granada
bn:01240705n	BoardGameGeek
bn:01345009n	Mamluk_Sultanate_(Cairo)
bn:01355485n	Dragon_Poker
bn:01501188n	Spades
bn:01566253n	United_States_Playing_Card_Company
bn:01568516n	502nd_Infantry_Regiment_(United_States)
bn:01625795n	Stripped_deck
bn:01649709n	knight_(playing_card)
bn:01699389n	Walter_W._Marseille
bn:01729732n	Easter_egg_(media)
bn:01815963n	ninety-nine_(trick-taking_card_game)
bn:01844938n	Reading_Eagle
bn:01854870n	Parker_Brothers
bn:01883127n	Minchiate
bn:02014489n	The_Playing-Card
bn:02043894n	Oswald_Jacoby
bn:02157383n	Games_of_the_Discworld
bn:02236695n	queen_of_spades
bn:02258251n	Spoil_Five
bn:02271866n	David_Parlett
bn:02276609n	Lost_Cities
bn:02316324n	set_(game)
bn:02342839n	Crown_and_Anchor
bn:02382971n	Tien_Gow
bn:02489325n	The_New_Yorker
bn:02553937n	Unicode_and_HTML
bn:02800219n	Zork
bn:02825026n	500_(card_game)
bn:03094949n	World_of_Warcraft
bn:00080610n	water_main#n#1
bn:00107334a	noisy#a#1
bn:00021348n	complaint#n#3
bn:00064863n	protest#n#3
bn:00002275n	aircraft#n#1
bn:00004628n	antibiotic#n#1
bn:00017027n	cell#n#2
bn:00019262n	gene#n#1
bn:00021475n	computer_file#n#1
